1403715527.562143087 0.00009 0.00025 0.00234 0.81380 -0.02654 0.57933 0.03745
1403715527.662142992 0.00049 0.00039 0.00350 0.81409 -0.02652 0.57892 0.03753
1403715527.762142897 0.00058 0.00056 0.00429 0.81402 -0.02657 0.57902 0.03742
1403715527.862143040 0.00092 0.00052 0.00499 0.81435 -0.02651 0.57855 0.03756
1403715527.962142944 0.00098 0.00060 0.00573 0.81456 -0.02664 0.57824 0.03774
1403715528.062143087 0.00069 0.00065 0.00581 0.81453 -0.02640 0.57827 0.03811
1403715528.162142992 0.00077 0.00074 0.00532 0.81474 -0.02647 0.57799 0.03786
1403715528.262142897 0.00120 0.00070 0.00673 0.81540 -0.02675 0.57704 0.03800
1403715528.362143040 0.00260 0.00064 0.00732 0.81673 -0.02696 0.57516 0.03766
1403715528.462142944 0.00698 0.00197 0.01130 0.82160 -0.02840 0.56811 0.03754
1403715528.562143087 0.00410 0.00247 0.00881 0.82576 -0.03189 0.56202 0.03500
1403715528.662142992 0.00983 0.00707 0.02341 0.82507 -0.03427 0.56302 0.03323
1403715528.762142897 0.02046 0.01531 0.04899 0.82660 -0.03634 0.56060 0.03379
1403715528.862143040 0.03615 0.02733 0.08470 0.83568 -0.01752 0.54886 0.00904
1403715528.962142944 0.04249 0.03459 0.10329 0.83850 -0.00936 0.54481 -0.00238
1403715529.062143087 0.04980 0.04541 0.12468 0.83934 -0.00916 0.54353 -0.00023
1403715529.162142992 0.05886 0.06005 0.15526 0.83893 -0.00318 0.54418 -0.00726
1403715529.262142897 0.06781 0.07435 0.18912 0.84007 0.00663 0.54226 -0.01374
1403715529.362143040 0.07942 0.09088 0.22451 0.84224 0.02097 0.53831 -0.02024
1403715529.462142944 0.09296 0.10846 0.25245 0.84000 0.03340 0.54107 -0.02314
1403715529.562143087 0.10952 0.12698 0.27341 0.83740 0.04323 0.54425 -0.02617
1403715529.662142992 0.12722 0.14637 0.28800 0.83323 0.05012 0.54996 -0.02734
1403715529.762142897 0.14621 0.16723 0.30152 0.83108 0.06000 0.55206 -0.03060
1403715529.862143040 0.16585 0.19035 0.31920 0.82855 0.06505 0.55500 -0.03523
1403715529.962142944 0.18666 0.21526 0.34213 0.82476 0.06662 0.56012 -0.04001
1403715530.062143087 0.20562 0.24223 0.37036 0.81775 0.07324 0.56935 -0.04191
1403715530.162142992 0.22342 0.27068 0.40157 0.81299 0.08006 0.57548 -0.03831
1403715530.262142897 0.23798 0.30372 0.44007 0.81513 0.08498 0.57209 -0.03251
1403715530.362143040 0.24975 0.34374 0.49238 0.81734 0.08474 0.56900 -0.03182
1403715530.462142944 0.26269 0.39068 0.55643 0.81850 0.07961 0.56774 -0.03727
1403715530.562143087 0.27380 0.44157 0.62196 0.81862 0.08253 0.56659 -0.04501
1403715530.662142992 0.28276 0.49355 0.67679 0.81760 0.08617 0.56694 -0.05187
1403715530.762142897 0.28964 0.54755 0.72028 0.81651 0.09181 0.56681 -0.05997
1403715530.862143040 0.29809 0.60437 0.76007 0.81497 0.10181 0.56620 -0.06983
1403715530.962142944 0.30586 0.66164 0.79860 0.81397 0.11332 0.56453 -0.07691
1403715531.062143087 0.31883 0.72116 0.83331 0.82057 0.11987 0.55318 -0.07937
1403715531.162142992 0.33173 0.77842 0.86283 0.83175 0.12451 0.53471 -0.08236
1403715531.262142897 0.35354 0.83833 0.89175 0.83509 0.11752 0.52855 -0.09725
1403715531.362143040 0.37956 0.89524 0.92271 0.82613 0.11201 0.54065 -0.11251
1403715531.462142944 0.41257 0.94682 0.95000 0.81783 0.11156 0.55223 -0.11725
1403715531.562143087 0.44964 0.99313 0.96358 0.81310 0.11199 0.55897 -0.11784
1403715531.662142992 0.48093 1.03874 0.97415 0.81260 0.11253 0.55825 -0.12399
1403715531.762142897 0.51843 1.07627 0.97432 0.81081 0.11789 0.56124 -0.11702
1403715531.862143040 0.57232 1.09686 0.97654 0.80619 0.12329 0.56852 -0.10786
1403715531.962142944 0.59508 1.13673 0.97769 0.79686 0.12515 0.58215 -0.10226
1403715532.062143087 0.62991 1.16325 0.97793 0.79385 0.12576 0.58685 -0.09800
1403715532.162142992 0.65772 1.18746 0.97764 0.79216 0.12713 0.58936 -0.09479
1403715532.262142897 0.68107 1.21101 0.97651 0.79089 0.12768 0.59063 -0.09667
1403715532.362143040 0.69799 1.23463 0.97267 0.79310 0.12811 0.58629 -0.10411
1403715532.462142944 0.71187 1.25588 0.96863 0.79564 0.12609 0.58158 -0.11326
1403715532.562143087 0.72196 1.27292 0.96449 0.79730 0.12188 0.57791 -0.12440
1403715532.662142992 0.73133 1.28135 0.95986 0.79625 0.11397 0.57742 -0.13995
1403715532.762142897 0.73774 1.28310 0.95465 0.79356 0.10758 0.57920 -0.15236
1403715532.862143040 0.74292 1.27252 0.94642 0.79246 0.10200 0.58061 -0.15649
1403715532.962142944 0.74716 1.24902 0.93341 0.79455 0.09127 0.58023 -0.15391
1403715533.062143087 0.75063 1.21249 0.90989 0.79843 0.07401 0.57943 -0.14590
1403715533.162142992 0.75280 1.16103 0.87858 0.79976 0.05441 0.58344 -0.13041
1403715533.262142897 0.75276 1.09532 0.85390 0.79391 0.03587 0.59751 -0.10679
1403715533.362143040 0.74484 1.01673 0.84194 0.79287 0.02119 0.60320 -0.08405
1403715533.462142944 0.73018 0.92968 0.84394 0.79759 0.00917 0.59943 -0.06674
1403715533.562143087 0.70687 0.83578 0.85997 0.80390 -0.00772 0.59122 -0.06443
1403715533.662142992 0.67857 0.73420 0.89000 0.80974 -0.02384 0.58216 -0.06961
1403715533.762142897 0.64755 0.61984 0.93548 0.81333 -0.03568 0.57606 -0.07327
1403715533.862143040 0.61527 0.49307 0.98810 0.81631 -0.03666 0.57284 -0.06440
1403715533.962142944 0.58176 0.35689 1.03450 0.81819 -0.03080 0.57209 -0.04834
1403715534.062143087 0.54891 0.21364 1.06622 0.81920 -0.02435 0.57192 -0.03505
1403715534.162142992 0.51545 0.06672 1.08590 0.81902 -0.01516 0.57319 -0.02053
1403715534.262142897 0.48362 -0.08100 1.09229 0.81954 -0.00572 0.57295 -0.00720
1403715534.362143040 0.45628 -0.22923 1.08859 0.81964 0.00009 0.57288 -0.00107
1403715534.462142944 0.43196 -0.37554 1.07338 0.82004 -0.00131 0.57228 0.00426
1403715534.562143087 0.41222 -0.52338 1.05091 0.81985 -0.00854 0.57241 0.01116
1403715534.662142992 0.39726 -0.66829 1.02485 0.82050 -0.02227 0.57089 0.01920
1403715534.762142897 0.38309 -0.80974 0.99750 0.82305 -0.04105 0.56562 0.03118
1403715534.862143040 0.37123 -0.94784 0.96791 0.82743 -0.06350 0.55589 0.04808
1403715534.962142944 0.36353 -1.08351 0.93948 0.82995 -0.08730 0.54698 0.06610
1403715535.062143087 0.36301 -1.21322 0.91102 0.83061 -0.10768 0.54024 0.08145
1403715535.162142992 0.37294 -1.33874 0.88191 0.83390 -0.12448 0.53002 0.09059
1403715535.262142897 0.39343 -1.46225 0.85273 0.83769 -0.13753 0.52005 0.09437
1403715535.362143040 0.42640 -1.58284 0.82673 0.83930 -0.14818 0.51442 0.09475
1403715535.462142944 0.46764 -1.70464 0.80403 0.83386 -0.16433 0.52026 0.08368
1403715535.562143087 0.51451 -1.82958 0.78573 0.82318 -0.17205 0.53526 0.07917
1403715535.662142992 0.56964 -1.95960 0.76848 0.81350 -0.16869 0.55062 0.08105
1403715535.762142897 0.62920 -2.09107 0.74953 0.81126 -0.15635 0.55743 0.08168
1403715535.862143040 0.69069 -2.22250 0.72966 0.81291 -0.13332 0.56049 0.08518
1403715535.962142944 0.75382 -2.35100 0.70599 0.81989 -0.10962 0.55581 0.08263
1403715536.062143087 0.81912 -2.47636 0.68495 0.82841 -0.09231 0.54732 0.07525
1403715536.162142992 0.88890 -2.59763 0.66644 0.83523 -0.07900 0.53987 0.06845
1403715536.262142897 0.96692 -2.71598 0.65167 0.84037 -0.06479 0.53383 0.06790
1403715536.362143040 1.05206 -2.82704 0.64152 0.84073 -0.05057 0.53447 0.07033
1403715536.462142944 1.14644 -2.93083 0.63628 0.83667 -0.03407 0.54081 0.07969
1403715536.562143087 1.24833 -3.02333 0.63352 0.83106 -0.02167 0.54875 0.08792
1403715536.662142992 1.35736 -3.10266 0.63223 0.82396 -0.01389 0.55888 0.09248
1403715536.762142897 1.46889 -3.16643 0.63429 0.81222 -0.00972 0.57596 0.09209
1403715536.862143040 1.57941 -3.21293 0.63953 0.79964 -0.00219 0.59336 0.09216
1403715536.962142944 1.68386 -3.24126 0.64579 0.78704 0.00960 0.60847 0.10125
1403715537.062143087 1.77785 -3.25122 0.65448 0.77284 0.01902 0.62448 0.11124
1403715537.162142992 1.85864 -3.23854 0.66769 0.75378 0.02511 0.64601 0.11770
1403715537.262142897 1.91941 -3.20124 0.68372 0.73619 0.02511 0.66616 0.11669
1403715537.362143040 1.95364 -3.13960 0.70147 0.73292 0.00862 0.67412 0.09125
1403715537.462142944 1.96272 -3.06056 0.71837 0.75115 -0.01350 0.65709 0.06188
1403715537.562143087 1.95007 -2.97270 0.73556 0.77869 -0.03312 0.62535 0.03849
1403715537.662142992 1.92969 -2.88353 0.75306 0.79908 -0.04601 0.59901 0.02313
1403715537.762142897 1.90273 -2.79856 0.77786 0.79796 -0.05337 0.60010 0.01707
1403715537.862143040 1.86762 -2.71633 0.80408 0.78770 -0.05569 0.61330 0.01679
1403715537.962142944 1.82253 -2.63878 0.82754 0.78573 -0.05623 0.61575 0.01757
1403715538.062143087 1.76697 -2.56428 0.84639 0.79199 -0.06004 0.60741 0.01401
1403715538.162142992 1.70471 -2.49555 0.86411 0.79864 -0.06988 0.59766 0.01010
1403715538.262142897 1.63612 -2.43327 0.87298 0.80257 -0.08197 0.59072 0.01434
1403715538.362143040 1.56271 -2.37720 0.86991 0.80025 -0.09537 0.59154 0.02411
1403715538.462142944 1.48658 -2.32951 0.86194 0.78929 -0.10490 0.60324 0.04595
1403715538.562143087 1.40066 -2.28279 0.85514 0.77726 -0.11399 0.61446 0.07291
1403715538.662142992 1.30387 -2.23569 0.84920 0.77072 -0.12975 0.61663 0.09443
1403715538.762142897 1.20079 -2.18878 0.84076 0.77195 -0.15298 0.60657 0.11294
1403715538.862143040 1.08923 -2.14016 0.83019 0.77745 -0.18136 0.58763 0.13181
1403715538.962142944 0.97160 -2.08924 0.81511 0.77734 -0.21330 0.57156 0.15351
1403715539.062143087 0.85244 -2.03787 0.78958 0.77060 -0.24750 0.55972 0.17788
1403715539.162142992 0.73325 -1.98624 0.75237 0.75999 -0.28313 0.54901 0.20210
1403715539.262142897 0.61453 -1.93477 0.70365 0.74874 -0.31856 0.53649 0.22382
1403715539.362143040 0.49543 -1.88097 0.64478 0.74031 -0.35112 0.51941 0.24265
1403715539.462142944 0.37953 -1.82933 0.58468 0.73053 -0.37679 0.50667 0.26008
1403715539.562143087 0.27077 -1.77807 0.53904 0.72161 -0.40011 0.49852 0.26581
1403715539.662142992 0.17016 -1.73140 0.51218 0.71162 -0.41832 0.49828 0.26518
1403715539.762142897 0.07628 -1.68159 0.50333 0.70262 -0.42794 0.50065 0.26934
1403715539.862143040 -0.02074 -1.63615 0.50744 0.70097 -0.42950 0.49967 0.27294
1403715539.962142944 -0.11549 -1.59787 0.52543 0.70745 -0.43194 0.49299 0.26440
1403715540.062143087 -0.20987 -1.56821 0.55217 0.71703 -0.43667 0.48267 0.24944
1403715540.162142992 -0.30222 -1.54944 0.58295 0.72394 -0.44341 0.47562 0.23041
1403715540.262142897 -0.39264 -1.54910 0.61797 0.72546 -0.44424 0.47638 0.22229
1403715540.362143040 -0.48159 -1.56317 0.65450 0.72842 -0.43503 0.47670 0.23001
1403715540.462142944 -0.56865 -1.58788 0.68998 0.73450 -0.42528 0.47135 0.23975
1403715540.562143087 -0.65320 -1.62399 0.71884 0.74406 -0.42085 0.45746 0.24492
1403715540.662142992 -0.72785 -1.67079 0.74223 0.74945 -0.42378 0.44684 0.24305
1403715540.762142897 -0.79405 -1.73067 0.76404 0.74575 -0.43584 0.44733 0.23195
1403715540.862143040 -0.85288 -1.80619 0.78697 0.73758 -0.44055 0.45629 0.23171
1403715540.962142944 -0.90714 -1.89458 0.80925 0.73014 -0.43990 0.46579 0.23753
1403715541.062143087 -0.95796 -1.99397 0.83030 0.72661 -0.43502 0.47116 0.24659
1403715541.162142992 -1.00571 -2.10196 0.84797 0.72551 -0.43305 0.47325 0.24929
1403715541.262142897 -1.05115 -2.21845 0.86451 0.71410 -0.43813 0.48958 0.24170
1403715541.362143040 -1.09841 -2.34286 0.88020 0.70555 -0.43686 0.49970 0.24828
1403715541.462142944 -1.14833 -2.47146 0.89072 0.70868 -0.43271 0.49376 0.25832
1403715541.562143087 -1.19837 -2.60323 0.89795 0.71874 -0.43241 0.47775 0.26111
1403715541.662142992 -1.24410 -2.73913 0.90607 0.72701 -0.43180 0.46483 0.26255
1403715541.762142897 -1.28435 -2.88120 0.91668 0.73314 -0.42020 0.45686 0.27789
1403715541.862143040 -1.31349 -3.02865 0.92796 0.73544 -0.40173 0.45475 0.30158
1403715541.962142944 -1.33114 -3.17363 0.93569 0.73793 -0.38350 0.45434 0.31930
1403715542.062143087 -1.33290 -3.31460 0.94173 0.74218 -0.36348 0.45688 0.32910
1403715542.162142992 -1.31800 -3.44249 0.95116 0.74150 -0.34288 0.47211 0.33124
1403715542.262142897 -1.28560 -3.55787 0.96369 0.73816 -0.32310 0.49524 0.32476
1403715542.362143040 -1.24262 -3.65676 0.97830 0.73492 -0.30779 0.52107 0.30601
1403715542.462142944 -1.19162 -3.74525 0.99858 0.72856 -0.29582 0.55199 0.27747
1403715542.562143087 -1.14105 -3.81982 1.01314 0.72490 -0.28449 0.57392 0.25338
1403715542.662142992 -1.09650 -3.89052 1.01743 0.73368 -0.27677 0.57470 0.23417
1403715542.762142897 -1.05895 -3.94613 1.02198 0.74104 -0.27099 0.57321 0.22102
1403715542.862143040 -1.02581 -3.99200 1.02361 0.74999 -0.26795 0.56644 0.21182
1403715542.962142944 -0.99670 -4.02829 1.02056 0.75402 -0.27000 0.56423 0.20050
1403715543.062143087 -0.97091 -4.06123 1.01057 0.75294 -0.27387 0.56725 0.19053
1403715543.162142992 -0.95007 -4.09042 0.99540 0.75075 -0.27656 0.57017 0.18653
1403715543.262142897 -0.93523 -4.11756 0.97937 0.74600 -0.27901 0.57547 0.18564
1403715543.362143040 -0.92788 -4.14066 0.96370 0.74364 -0.28146 0.57712 0.18631
1403715543.462142944 -0.92746 -4.16198 0.94865 0.74337 -0.28008 0.57619 0.19224
1403715543.562143087 -0.93489 -4.17885 0.93369 0.74244 -0.27682 0.57606 0.20077
1403715543.662142992 -0.94923 -4.19013 0.91859 0.73717 -0.27069 0.58177 0.21179
1403715543.762142897 -0.97174 -4.19480 0.90096 0.73223 -0.26499 0.58333 0.23098
1403715543.862143040 -1.00265 -4.18726 0.88041 0.72861 -0.26486 0.57737 0.25618
1403715543.962142944 -1.03711 -4.16638 0.85676 0.72619 -0.27490 0.56470 0.27965
1403715544.062143087 -1.07392 -4.12908 0.82993 0.72336 -0.29377 0.54722 0.30166
1403715544.162142992 -1.10933 -4.07759 0.79347 0.71469 -0.33182 0.53231 0.30944
1403715544.262142897 -1.14406 -4.01500 0.74410 0.69976 -0.37584 0.51716 0.31880
1403715544.362143040 -1.17646 -3.94426 0.68169 0.67970 -0.42246 0.50092 0.32957
1403715544.462142944 -1.20706 -3.86685 0.60975 0.65590 -0.46521 0.48651 0.34158
1403715544.562143087 -1.23595 -3.78460 0.53812 0.63365 -0.49834 0.47256 0.35614
1403715544.662142992 -1.26205 -3.69933 0.48047 0.61702 -0.51982 0.46188 0.36843
1403715544.762142897 -1.28620 -3.61117 0.44796 0.60390 -0.52603 0.45951 0.38399
1403715544.862143040 -1.30913 -3.51626 0.44185 0.59645 -0.52663 0.45941 0.39478
1403715544.962142944 -1.33048 -3.41334 0.45667 0.59689 -0.52893 0.45545 0.39563
1403715545.062143087 -1.35132 -3.30264 0.47512 0.59935 -0.53460 0.44708 0.39383
1403715545.162142992 -1.37236 -3.19045 0.49155 0.59859 -0.54220 0.43748 0.39538
1403715545.262142897 -1.39320 -3.07688 0.49838 0.59329 -0.55327 0.42771 0.39870
1403715545.362143040 -1.41254 -2.96374 0.49371 0.58418 -0.56633 0.42049 0.40149
1403715545.462142944 -1.42977 -2.85099 0.48633 -0.57021 0.58126 -0.42389 -0.39662
1403715545.562143087 -1.44873 -2.73894 0.48472 -0.55669 0.59484 -0.43039 -0.38863
1403715545.662142992 -1.47241 -2.62783 0.48995 -0.54699 0.60358 -0.43603 -0.38258
1403715545.762142897 -1.50393 -2.51832 0.49607 -0.54637 0.60465 -0.43800 -0.37952
1403715545.862143040 -1.54361 -2.40826 0.50004 -0.55425 0.59744 -0.43763 -0.37994
1403715545.962142944 -1.58889 -2.29919 0.50502 -0.57095 0.58111 -0.43670 -0.38161
1403715546.062143087 -1.63642 -2.19044 0.51028 0.59292 -0.55811 0.43946 0.37925
1403715546.162142992 -1.68345 -2.08380 0.51785 0.61670 -0.53169 0.44926 0.36763
1403715546.262142897 -1.72849 -1.97741 0.52621 0.64151 -0.50183 0.46326 0.34931
1403715546.362143040 -1.77247 -1.86932 0.53558 0.66534 -0.47021 0.47911 0.32661
1403715546.462142944 -1.81556 -1.76160 0.54761 0.68909 -0.43763 0.49322 0.30063
1403715546.562143087 -1.85886 -1.65509 0.56186 0.71159 -0.40278 0.50622 0.27413
1403715546.662142992 -1.90207 -1.55092 0.57519 0.73622 -0.36482 0.51281 0.24880
1403715546.762142897 -1.94213 -1.44833 0.58461 0.76441 -0.32756 0.51004 0.21966
1403715546.862143040 -1.98017 -1.35095 0.59390 0.78968 -0.29433 0.50545 0.18520
1403715546.962142944 -2.01257 -1.25987 0.60451 0.80771 -0.25618 0.50685 0.15836
1403715547.062143087 -2.03830 -1.17540 0.61620 0.82243 -0.21192 0.50881 0.14076
1403715547.162142992 -2.05334 -1.09612 0.62738 0.83296 -0.16996 0.51264 0.12033
1403715547.262142897 -2.05753 -1.01972 0.63850 0.84049 -0.12786 0.51683 0.10054
1403715547.362143040 -2.04759 -0.94435 0.64921 0.84658 -0.09013 0.51815 0.08184
1403715547.462142944 -2.02822 -0.87025 0.65837 0.85372 -0.05927 0.51389 0.05971
1403715547.562143087 -1.99509 -0.79451 0.66364 0.85966 -0.02832 0.50868 0.03773
1403715547.662142992 -1.94812 -0.71620 0.66760 0.86257 0.00630 0.50563 0.01668
1403715547.762142897 -1.88935 -0.63305 0.67342 0.86313 0.04222 0.50321 -0.00267
1403715547.862143040 -1.81518 -0.54548 0.67864 0.86129 0.07529 0.50192 -0.02409
1403715547.962142944 -1.72548 -0.45283 0.68406 0.85318 0.10419 0.50911 -0.04509
1403715548.062143087 -1.62436 -0.35714 0.69083 0.84010 0.12247 0.52447 -0.06450
1403715548.162142992 -1.51900 -0.25646 0.69761 0.82549 0.13596 0.54271 -0.07449
1403715548.262142897 -1.41054 -0.15391 0.70283 0.81476 0.14500 0.55606 -0.07700
1403715548.362143040 -1.30126 -0.04816 0.70141 0.80964 0.14819 0.56262 -0.07740
1403715548.462142944 -1.19257 0.05695 0.68929 0.80894 0.14837 0.56382 -0.07557
1403715548.562143087 -1.08637 0.16544 0.66989 0.81040 0.14287 0.56280 -0.07800
1403715548.662142992 -0.98256 0.27655 0.64971 0.81238 0.13560 0.56136 -0.08072
1403715548.762142897 -0.88134 0.38980 0.63047 0.81289 0.12880 0.56205 -0.08202
1403715548.862143040 -0.78161 0.50150 0.61213 0.81357 0.12355 0.56234 -0.08126
1403715548.962142944 -0.68267 0.61305 0.59532 0.81296 0.12034 0.56376 -0.08236
1403715549.062143087 -0.58629 0.72643 0.57864 0.81025 0.12473 0.56604 -0.08677
1403715549.162142992 -0.49336 0.83977 0.56431 0.80160 0.13207 0.57526 -0.09522
1403715549.262142897 -0.40366 0.95248 0.55380 0.79058 0.13831 0.58757 -0.10298
1403715549.362143040 -0.32156 1.06274 0.54205 0.78296 0.14058 0.59522 -0.11363
1403715549.462142944 -0.24843 1.16737 0.52818 0.78385 0.13695 0.59145 -0.13039
1403715549.562143087 -0.17938 1.26310 0.51296 0.79074 0.13421 0.57989 -0.14297
1403715549.662142992 -0.11259 1.35021 0.49831 0.80070 0.12645 0.56563 -0.15149
1403715549.762142897 -0.04632 1.42620 0.48681 0.80589 0.11041 0.56093 -0.15399
1403715549.862143040 0.02207 1.48754 0.47778 0.80679 0.08876 0.56467 -0.14956
1403715549.962142944 0.09068 1.53224 0.47086 0.80947 0.05772 0.56573 -0.14622
1403715550.062143087 0.16108 1.55815 0.46466 0.81455 0.02239 0.56326 -0.13694
1403715550.162142992 0.23152 1.56326 0.46263 0.82004 -0.00589 0.56168 -0.10961
1403715550.262142897 0.30317 1.55248 0.47351 0.82379 -0.03105 0.56078 -0.07700
1403715550.362143040 0.37502 1.52398 0.49863 0.82512 -0.05588 0.56028 -0.04630
1403715550.462142944 0.44755 1.48204 0.53438 0.82257 -0.07964 0.56293 -0.01221
1403715550.562143087 0.51983 1.43090 0.56976 0.81868 -0.10657 0.56395 0.01907
1403715550.662142992 0.59174 1.37435 0.59385 0.81318 -0.14005 0.56345 0.04051
1403715550.762142897 0.66205 1.31199 0.60559 0.80533 -0.17794 0.56276 0.05545
1403715550.862143040 0.72840 1.24222 0.60513 0.79588 -0.21772 0.56113 0.06557
1403715550.962142944 0.79070 1.16249 0.59672 0.78510 -0.25576 0.55874 0.07762
1403715551.062143087 0.84814 1.07027 0.59027 0.77505 -0.28578 0.55460 0.10023
1403715551.162142992 0.89549 0.96446 0.59610 0.76395 -0.31200 0.55021 0.12768
1403715551.262142897 0.93462 0.84745 0.61461 0.74926 -0.34244 0.54720 0.14804
1403715551.362143040 0.96546 0.71990 0.64075 0.73249 -0.37672 0.54300 0.16339
1403715551.462142944 0.98659 0.58266 0.66620 0.71385 -0.40868 0.53884 0.18179
1403715551.562143087 0.99232 0.43730 0.69127 0.69496 -0.43538 0.53327 0.20761
1403715551.662142992 0.98536 0.28444 0.71690 0.67677 -0.45408 0.52567 0.24385
1403715551.762142897 0.96524 0.12888 0.74296 0.65496 -0.47087 0.52011 0.28070
1403715551.862143040 0.93413 -0.02295 0.76719 0.62793 -0.48979 0.51854 0.31133
1403715551.962142944 0.89176 -0.16715 0.79065 0.59898 -0.50729 0.51705 0.34138
1403715552.062143087 0.83842 -0.29992 0.81087 0.58130 -0.52219 0.49945 0.37411
1403715552.162142992 0.77935 -0.42084 0.82758 0.56591 -0.54139 0.47844 0.39715
1403715552.262142897 0.71645 -0.52276 0.84501 -0.54496 0.55618 -0.46144 -0.42516
1403715552.362143040 0.65134 -0.61244 0.86007 -0.51954 0.57087 -0.44635 -0.45272
1403715552.462142944 0.58558 -0.68569 0.87407 -0.49391 0.59015 -0.42609 -0.47562
1403715552.562143087 0.52095 -0.74276 0.88677 -0.46224 0.61161 -0.40928 -0.49473
1403715552.662142992 0.46626 -0.79106 0.92011 0.42534 -0.63577 0.39198 0.51110
1403715552.762142897 0.39934 -0.79852 0.90607 0.38652 -0.66068 0.37638 0.52196
1403715552.862143040 0.34036 -0.79583 0.91021 0.34784 -0.68716 0.35361 0.53082
1403715552.962142944 0.28054 -0.77544 0.91091 0.30704 -0.71555 0.33315 0.53173
1403715553.062143087 0.21864 -0.74227 0.91082 0.26414 -0.74163 0.31455 0.53035
1403715553.162142992 0.15373 -0.69050 0.90809 0.22538 -0.75962 0.29037 0.53654
1403715553.262142897 0.08641 -0.61812 0.90582 0.18699 -0.76849 0.26662 0.55079
1403715553.362143040 0.01722 -0.52533 0.90112 0.15042 -0.76831 0.23986 0.57406
1403715553.462142944 -0.04732 -0.41301 0.89445 0.12036 -0.76133 0.20258 0.60404
1403715553.562143087 -0.10308 -0.28588 0.88265 0.09329 -0.75388 0.16370 0.62941
1403715553.662142992 -0.14346 -0.14613 0.86558 0.07329 -0.75243 0.12761 0.64202
1403715553.762142897 -0.16820 0.00084 0.84339 0.06356 -0.76398 0.09859 0.63449
1403715553.862143040 -0.17676 0.15208 0.82084 0.06322 -0.78539 0.07257 0.61147
1403715553.962142944 -0.17399 0.30337 0.80331 0.06618 -0.80388 0.05429 0.58860
1403715554.062143087 -0.16677 0.45178 0.78799 0.06598 -0.82497 0.04861 0.55921
1403715554.162142992 -0.16109 0.59573 0.77088 0.06749 -0.84554 0.04590 0.52764
1403715554.262142897 -0.16818 0.73411 0.75782 0.07085 -0.85896 0.04387 0.50522
1403715554.362143040 -0.19447 0.86707 0.74321 -0.08503 0.86403 -0.03068 -0.49526
1403715554.462142944 -0.23588 0.99092 0.72380 0.12601 -0.84922 -0.00378 0.51277
1403715554.562143087 -0.28641 1.09588 0.69401 0.18294 -0.81684 -0.05131 0.54468
1403715554.662142992 -0.33297 1.17453 0.65365 0.22950 -0.78230 -0.09297 0.57156
1403715554.762142897 -0.36570 1.21607 0.60713 0.25609 -0.75770 -0.11797 0.58855
1403715554.862143040 -0.38340 1.19920 0.56350 0.26622 -0.73947 -0.12607 0.60533
1403715554.962142944 -0.37404 1.11768 0.54445 0.25551 -0.73182 -0.11225 0.62173
1403715555.062143087 -0.32603 0.97612 0.54807 0.21273 -0.74974 -0.06259 0.62347
